# SESSION METADATA
# Start Time,2025-12-04 12:36:44
# Location,MIF Pod 1 (Uncalibrated)

Elapsed_Seconds,Location_Note,CO2_ppm,VOC_ppm,IAQ,Gas_Res_Ohms,Temp_Raw_C,Temp_Comp_C,Hum_Raw_pct,Hum_Comp_pct,Accuracy
261,MIF Pod 1 (Uncalibrated),500,0.49,25,72020,23.57,23.5,41.0,41.1,0
262,MIF Pod 1 (Uncalibrated),500,0.49,25,71896,23.57,23.5,41.0,41.1,0
263,MIF Pod 1 (Uncalibrated),500,0.49,25,71529,23.57,23.5,41.0,41.1,0
264,MIF Pod 1 (Uncalibrated),500,0.49,25,71958,23.57,23.5,41.0,41.11,0
265,MIF Pod 1 (Uncalibrated),500,0.49,25,72329,23.58,23.5,41.0,41.11,0
266,MIF Pod 1 (Uncalibrated),500,0.49,25,72392,23.59,23.5,41.0,41.11,0
267,MIF Pod 1 (Uncalibrated),500,0.49,25,72392,23.59,23.52,41.0,41.08,1
268,MIF Pod 1 (Uncalibrated),500,0.49,25,72267,23.58,23.52,41.0,41.08,1
269,MIF Pod 1 (Uncalibrated),500,0.49,25,72579,23.6,23.52,41.0,41.08,1
270,MIF Pod 1 (Uncalibrated),500,0.49,25,73021,23.6,23.54,41.0,41.08,1
271,MIF Pod 1 (Uncalibrated),500,0.49,25,73084,23.6,23.54,41.0,41.08,1
272,MIF Pod 1 (Uncalibrated),500,0.49,25,73212,23.6,23.54,41.0,41.08,1
273,MIF Pod 1 (Uncalibrated),497,0.49,23,72957,23.6,23.54,41.0,41.1,1
274,MIF Pod 1 (Uncalibrated),497,0.49,23,72957,23.6,23.54,41.0,41.1,1
275,MIF Pod 1 (Uncalibrated),497,0.49,23,72957,23.6,23.54,41.0,41.1,1
276,MIF Pod 1 (Uncalibrated),497,0.49,23,72957,23.59,23.54,41.0,41.11,1
277,MIF Pod 1 (Uncalibrated),497,0.49,23,73790,23.59,23.54,41.0,41.11,1
278,MIF Pod 1 (Uncalibrated),497,0.49,23,73661,23.59,23.54,41.0,41.11,1
