# SESSION METADATA
# Start Time,2025-12-04 15:14:48
# Location,MIF Pod 1 (Calibrated)

Elapsed_Seconds,Location_Note,CO2_ppm,VOC_ppm,IAQ,Gas_Res_Ohms,Temp_Raw_C,Temp_Comp_C,Hum_Raw_pct,Hum_Comp_pct,Accuracy
35,MIF Pod 1 (Calibrated),888,1.31,85,93075,22.32,22.24,36.0,35.98,3
36,MIF Pod 1 (Calibrated),888,1.31,85,93282,22.32,22.24,36.0,35.98,3
37,MIF Pod 1 (Calibrated),876,1.28,84,93075,22.33,22.25,36.0,36.0,3
38,MIF Pod 1 (Calibrated),876,1.28,84,93385,22.34,22.25,36.0,36.0,3
39,MIF Pod 1 (Calibrated),876,1.28,84,92870,22.35,22.25,36.0,36.0,3
40,MIF Pod 1 (Calibrated),874,1.28,84,92767,22.36,22.29,36.0,35.98,3
41,MIF Pod 1 (Calibrated),874,1.28,84,92563,22.37,22.29,36.0,35.98,3
42,MIF Pod 1 (Calibrated),863,1.26,83,93385,22.39,22.32,36.0,35.94,3
43,MIF Pod 1 (Calibrated),863,1.26,83,93593,22.4,22.32,36.0,35.94,3
44,MIF Pod 1 (Calibrated),863,1.26,83,92870,22.4,22.32,36.0,35.94,3
45,MIF Pod 1 (Calibrated),857,1.25,82,93282,22.41,22.34,36.0,35.95,3
46,MIF Pod 1 (Calibrated),857,1.25,82,93075,22.43,22.34,36.0,35.95,3
47,MIF Pod 1 (Calibrated),857,1.25,82,92563,22.45,22.34,36.0,35.95,3
48,MIF Pod 1 (Calibrated),865,1.26,83,92665,22.45,22.38,36.0,35.92,3
49,MIF Pod 1 (Calibrated),865,1.26,83,92359,22.46,22.38,36.0,35.92,3
50,MIF Pod 1 (Calibrated),865,1.26,83,92665,22.48,22.38,36.0,35.92,3
51,MIF Pod 1 (Calibrated),879,1.29,84,91754,22.49,22.42,36.0,35.9,3
52,MIF Pod 1 (Calibrated),879,1.29,84,92258,22.5,22.42,37.0,35.9,3
53,MIF Pod 1 (Calibrated),879,1.29,84,92258,22.53,22.42,37.0,35.9,3
54,MIF Pod 1 (Calibrated),892,1.32,85,91157,22.54,22.46,37.0,36.88,3
55,MIF Pod 1 (Calibrated),892,1.32,85,91058,22.56,22.46,37.0,36.88,3
56,MIF Pod 1 (Calibrated),892,1.32,85,91554,22.57,22.46,37.0,36.88,3
57,MIF Pod 1 (Calibrated),894,1.32,86,91455,22.59,22.5,37.0,36.86,3
58,MIF Pod 1 (Calibrated),894,1.32,86,90470,22.61,22.5,37.0,36.86,3
59,MIF Pod 1 (Calibrated),894,1.32,86,91355,22.62,22.5,37.0,36.86,3
60,MIF Pod 1 (Calibrated),898,1.33,86,91157,22.63,22.55,37.0,36.84,3
61,MIF Pod 1 (Calibrated),898,1.33,86,91157,22.65,22.55,37.0,36.84,3
62,MIF Pod 1 (Calibrated),918,1.37,88,90179,22.66,22.59,37.0,36.83,3
63,MIF Pod 1 (Calibrated),918,1.37,88,88845,22.67,22.59,37.0,36.83,3
64,MIF Pod 1 (Calibrated),918,1.37,88,88192,22.69,22.59,37.0,36.83,3
65,MIF Pod 1 (Calibrated),966,1.47,93,88099,22.7,22.63,37.0,36.83,3
66,MIF Pod 1 (Calibrated),966,1.47,93,87095,22.71,22.63,37.0,36.83,3
67,MIF Pod 1 (Calibrated),966,1.47,93,87005,22.72,22.63,37.0,36.83,3
68,MIF Pod 1 (Calibrated),1030,1.62,99,86290,22.74,22.67,37.0,36.82,3
69,MIF Pod 1 (Calibrated),1030,1.62,99,86825,22.75,22.67,37.0,36.82,3
70,MIF Pod 1 (Calibrated),1030,1.62,99,84554,22.76,22.67,37.0,36.82,3
71,MIF Pod 1 (Calibrated),1093,1.78,105,84554,22.77,22.7,37.0,36.84,3
72,MIF Pod 1 (Calibrated),1093,1.78,105,84215,22.78,22.7,37.0,36.84,3
73,MIF Pod 1 (Calibrated),1093,1.78,105,84300,22.8,22.7,37.0,36.84,3
74,MIF Pod 1 (Calibrated),1152,1.95,110,84215,22.8,22.73,37.0,36.85,3
75,MIF Pod 1 (Calibrated),1152,1.95,110,84215,22.81,22.73,37.0,36.85,3
76,MIF Pod 1 (Calibrated),1152,1.95,110,84384,22.82,22.73,37.0,36.85,3
77,MIF Pod 1 (Calibrated),1179,2.03,113,84725,22.83,22.76,37.0,36.86,3
78,MIF Pod 1 (Calibrated),1179,2.03,113,85154,22.84,22.76,37.0,36.86,3
79,MIF Pod 1 (Calibrated),1179,2.03,113,85154,22.85,22.76,37.0,36.86,3
80,MIF Pod 1 (Calibrated),1190,2.07,114,85068,22.86,22.79,37.0,36.89,3
81,MIF Pod 1 (Calibrated),1190,2.07,114,84215,22.88,22.79,37.0,36.89,3
82,MIF Pod 1 (Calibrated),1190,2.07,114,81205,22.88,22.79,37.0,36.89,3
83,MIF Pod 1 (Calibrated),1267,2.32,121,79439,22.89,22.81,37.0,36.89,3
84,MIF Pod 1 (Calibrated),1267,2.32,121,79515,22.91,22.81,38.0,36.89,3
85,MIF Pod 1 (Calibrated),1357,2.66,130,78991,22.92,22.85,38.0,37.87,3
86,MIF Pod 1 (Calibrated),1357,2.66,130,79364,22.93,22.85,38.0,37.87,3
87,MIF Pod 1 (Calibrated),1357,2.66,130,79364,22.95,22.85,38.0,37.87,3
88,MIF Pod 1 (Calibrated),1357,2.66,130,79289,22.96,22.85,38.0,37.87,3
89,MIF Pod 1 (Calibrated),1408,2.88,135,79364,22.97,22.89,38.0,37.86,3
90,MIF Pod 1 (Calibrated),1408,2.88,135,79289,22.98,22.89,38.0,37.86,3
91,MIF Pod 1 (Calibrated),1438,3.01,137,79439,22.98,22.91,38.0,37.88,3
92,MIF Pod 1 (Calibrated),1438,3.01,137,79665,22.99,22.91,38.0,37.88,3
93,MIF Pod 1 (Calibrated),1438,3.01,137,80582,23.0,22.91,38.0,37.88,3
94,MIF Pod 1 (Calibrated),1432,2.98,137,80582,23.01,22.95,38.0,37.88,3
95,MIF Pod 1 (Calibrated),1432,2.98,137,80814,23.01,22.95,38.0,37.88,3
96,MIF Pod 1 (Calibrated),1432,2.98,137,80970,23.03,22.95,38.0,37.88,3
97,MIF Pod 1 (Calibrated),1418,2.92,135,81126,23.03,22.96,38.0,37.9,3
98,MIF Pod 1 (Calibrated),1418,2.92,135,81678,23.04,22.96,38.0,37.9,3
99,MIF Pod 1 (Calibrated),1418,2.92,135,82077,23.06,22.96,38.0,37.9,3
100,MIF Pod 1 (Calibrated),1380,2.76,132,82805,23.07,22.99,38.0,37.9,3
101,MIF Pod 1 (Calibrated),1380,2.76,132,82723,23.07,22.99,38.0,37.9,3
102,MIF Pod 1 (Calibrated),1380,2.76,132,82886,23.08,22.99,38.0,37.9,3
103,MIF Pod 1 (Calibrated),1335,2.58,128,83050,23.09,23.01,38.0,37.92,3
104,MIF Pod 1 (Calibrated),1335,2.58,128,83463,23.09,23.01,38.0,37.92,3
105,MIF Pod 1 (Calibrated),1335,2.58,128,83546,23.1,23.01,38.0,37.92,3
106,MIF Pod 1 (Calibrated),1292,2.41,124,83795,23.1,23.04,38.0,37.93,3
107,MIF Pod 1 (Calibrated),1292,2.41,124,83879,23.12,23.04,38.0,37.93,3
108,MIF Pod 1 (Calibrated),1266,2.32,121,83463,23.12,23.05,37.0,36.94,3
109,MIF Pod 1 (Calibrated),1266,2.32,121,84725,23.13,23.05,37.0,36.94,3
110,MIF Pod 1 (Calibrated),1266,2.32,121,83879,23.14,23.05,37.0,36.94,3
111,MIF Pod 1 (Calibrated),1266,2.32,121,84047,23.15,23.05,37.0,36.94,3
112,MIF Pod 1 (Calibrated),1235,2.21,118,83795,23.15,23.08,37.0,36.93,3
113,MIF Pod 1 (Calibrated),1235,2.21,118,84300,23.16,23.08,37.0,36.93,3
114,MIF Pod 1 (Calibrated),1209,2.13,116,84215,23.17,23.1,37.0,36.94,3
115,MIF Pod 1 (Calibrated),1209,2.13,116,84131,23.17,23.1,37.0,36.94,3
116,MIF Pod 1 (Calibrated),1209,2.13,116,83380,23.18,23.1,37.0,36.94,3
117,MIF Pod 1 (Calibrated),1199,2.09,115,83629,23.19,23.12,37.0,36.95,3
118,MIF Pod 1 (Calibrated),1199,2.09,115,82723,23.19,23.12,37.0,36.95,3
119,MIF Pod 1 (Calibrated),1199,2.09,115,82157,23.2,23.12,37.0,36.95,3
120,MIF Pod 1 (Calibrated),1213,2.14,116,81837,23.21,23.14,37.0,36.96,3
121,MIF Pod 1 (Calibrated),1213,2.14,116,81441,23.22,23.14,37.0,36.96,3
122,MIF Pod 1 (Calibrated),1213,2.14,116,82157,23.23,23.14,37.0,36.96,3
123,MIF Pod 1 (Calibrated),1240,2.23,119,81917,23.23,23.16,37.0,36.96,3
124,MIF Pod 1 (Calibrated),1240,2.23,119,82968,23.24,23.16,37.0,36.96,3
125,MIF Pod 1 (Calibrated),1240,2.23,119,81997,23.24,23.16,37.0,36.96,3
126,MIF Pod 1 (Calibrated),1243,2.24,119,82480,23.24,23.17,37.0,36.98,3
127,MIF Pod 1 (Calibrated),1243,2.24,119,82886,23.26,23.17,37.0,36.98,3
128,MIF Pod 1 (Calibrated),1243,2.24,119,82642,23.26,23.17,37.0,36.98,3
129,MIF Pod 1 (Calibrated),1236,2.22,118,81758,23.27,23.2,37.0,36.98,3
130,MIF Pod 1 (Calibrated),1236,2.22,118,83629,23.27,23.2,37.0,36.98,3
131,MIF Pod 1 (Calibrated),1236,2.22,118,82318,23.28,23.2,37.0,36.98,3
132,MIF Pod 1 (Calibrated),1236,2.22,118,82805,23.29,23.21,37.0,36.98,3
133,MIF Pod 1 (Calibrated),1236,2.22,118,82805,23.3,23.21,37.0,36.98,3
134,MIF Pod 1 (Calibrated),1225,2.18,117,82805,23.3,23.23,37.0,36.98,3
135,MIF Pod 1 (Calibrated),1225,2.18,117,82399,23.31,23.23,37.0,36.98,3
136,MIF Pod 1 (Calibrated),1225,2.18,117,83712,23.31,23.23,37.0,36.98,3
137,MIF Pod 1 (Calibrated),1215,2.15,116,82886,23.32,23.25,37.0,36.98,3
138,MIF Pod 1 (Calibrated),1215,2.15,116,83050,23.32,23.25,37.0,36.98,3
139,MIF Pod 1 (Calibrated),1215,2.15,116,82805,23.33,23.25,37.0,36.98,3
140,MIF Pod 1 (Calibrated),1215,2.15,116,82968,23.33,23.25,37.0,36.98,3
141,MIF Pod 1 (Calibrated),1204,2.11,115,83132,23.33,23.26,37.0,37.0,3
142,MIF Pod 1 (Calibrated),1204,2.11,115,82968,23.34,23.26,37.0,37.0,3
143,MIF Pod 1 (Calibrated),1191,2.07,114,82968,23.34,23.27,37.0,37.01,3
144,MIF Pod 1 (Calibrated),1191,2.07,114,82886,23.34,23.27,37.0,37.01,3
145,MIF Pod 1 (Calibrated),1191,2.07,114,82805,23.35,23.27,37.0,37.01,3
146,MIF Pod 1 (Calibrated),1190,2.07,114,82723,23.35,23.29,37.0,37.02,3
147,MIF Pod 1 (Calibrated),1190,2.07,114,82642,23.36,23.29,37.0,37.02,3
148,MIF Pod 1 (Calibrated),1190,2.07,114,82561,23.36,23.29,37.0,37.02,3
149,MIF Pod 1 (Calibrated),1193,2.08,114,82238,23.36,23.29,37.0,37.03,3
150,MIF Pod 1 (Calibrated),1193,2.08,114,82723,23.37,23.29,37.0,37.03,3
151,MIF Pod 1 (Calibrated),1193,2.08,114,82642,23.38,23.29,37.0,37.03,3
152,MIF Pod 1 (Calibrated),1190,2.07,114,82399,23.39,23.32,37.0,37.0,3
153,MIF Pod 1 (Calibrated),1190,2.07,114,81837,23.39,23.32,37.0,37.0,3
154,MIF Pod 1 (Calibrated),1190,2.07,114,81283,23.4,23.32,37.0,37.0,3
155,MIF Pod 1 (Calibrated),1212,2.14,116,81599,23.41,23.33,37.0,37.01,3
156,MIF Pod 1 (Calibrated),1212,2.14,116,80737,23.42,23.33,37.0,37.01,3
157,MIF Pod 1 (Calibrated),1212,2.14,116,81205,23.43,23.33,37.0,37.01,3
158,MIF Pod 1 (Calibrated),1228,2.19,117,81520,23.43,23.36,37.0,36.99,3
159,MIF Pod 1 (Calibrated),1228,2.19,117,81599,23.43,23.36,37.0,36.99,3
160,MIF Pod 1 (Calibrated),1228,2.19,117,80970,23.44,23.36,37.0,36.99,3
161,MIF Pod 1 (Calibrated),1231,2.2,118,81362,23.45,23.37,37.0,37.0,3
162,MIF Pod 1 (Calibrated),1231,2.2,118,80970,23.45,23.37,37.0,37.0,3
163,MIF Pod 1 (Calibrated),1231,2.2,118,81205,23.45,23.37,37.0,37.0,3
164,MIF Pod 1 (Calibrated),1239,2.23,119,81678,23.45,23.38,37.0,37.02,3
165,MIF Pod 1 (Calibrated),1239,2.23,119,80970,23.46,23.38,37.0,37.02,3
166,MIF Pod 1 (Calibrated),1239,2.23,119,80197,23.47,23.38,37.0,37.02,3
167,MIF Pod 1 (Calibrated),1262,2.3,121,78402,23.47,23.4,37.0,37.01,3
168,MIF Pod 1 (Calibrated),1262,2.3,121,77893,23.48,23.4,37.0,37.01,3
169,MIF Pod 1 (Calibrated),1306,2.46,125,77821,23.48,23.41,37.0,37.02,3
170,MIF Pod 1 (Calibrated),1306,2.46,125,78769,23.49,23.41,38.0,37.02,3
171,MIF Pod 1 (Calibrated),1306,2.46,125,77821,23.5,23.41,38.0,37.02,3
172,MIF Pod 1 (Calibrated),1339,2.59,128,78256,23.5,23.43,38.0,38.01,3
173,MIF Pod 1 (Calibrated),1339,2.59,128,78402,23.5,23.43,38.0,38.01,3
174,MIF Pod 1 (Calibrated),1339,2.59,128,78402,23.51,23.43,38.0,38.01,3
175,MIF Pod 1 (Calibrated),1354,2.65,129,78991,23.51,23.45,38.0,38.02,3
176,MIF Pod 1 (Calibrated),1354,2.65,129,78991,23.51,23.45,38.0,38.02,3
177,MIF Pod 1 (Calibrated),1354,2.65,129,78183,23.51,23.45,38.0,38.02,3
178,MIF Pod 1 (Calibrated),1369,2.71,131,78256,23.51,23.45,38.0,38.05,3
179,MIF Pod 1 (Calibrated),1369,2.71,131,78548,23.51,23.45,38.0,38.05,3
180,MIF Pod 1 (Calibrated),1369,2.71,131,77893,23.52,23.45,38.0,38.05,3
181,MIF Pod 1 (Calibrated),1361,2.68,130,77893,23.52,23.45,38.0,38.05,3
182,MIF Pod 1 (Calibrated),1361,2.68,130,77966,23.52,23.45,38.0,38.05,3
183,MIF Pod 1 (Calibrated),1361,2.68,130,78769,23.52,23.45,38.0,38.05,3
184,MIF Pod 1 (Calibrated),1377,2.74,132,79289,23.53,23.45,38.0,38.07,3
185,MIF Pod 1 (Calibrated),1377,2.74,132,77966,23.53,23.45,38.0,38.07,3
186,MIF Pod 1 (Calibrated),1377,2.74,132,77749,23.54,23.45,38.0,38.07,3
187,MIF Pod 1 (Calibrated),1387,2.79,133,78038,23.55,23.47,38.0,38.05,3
188,MIF Pod 1 (Calibrated),1387,2.79,133,77391,23.56,23.47,38.0,38.05,3
189,MIF Pod 1 (Calibrated),1387,2.79,133,77966,23.56,23.47,38.0,38.05,3
190,MIF Pod 1 (Calibrated),1387,2.79,133,77320,23.56,23.49,38.0,38.04,3
191,MIF Pod 1 (Calibrated),1387,2.79,133,77463,23.57,23.49,38.0,38.04,3
192,MIF Pod 1 (Calibrated),1387,2.79,133,77249,23.57,23.49,38.0,38.04,3
193,MIF Pod 1 (Calibrated),1400,2.84,134,77463,23.58,23.5,38.0,38.04,3
194,MIF Pod 1 (Calibrated),1400,2.84,134,77391,23.58,23.5,38.0,38.04,3
195,MIF Pod 1 (Calibrated),1398,2.83,134,77677,23.58,23.51,38.0,38.05,3
196,MIF Pod 1 (Calibrated),1398,2.83,134,77249,23.59,23.51,38.0,38.05,3
197,MIF Pod 1 (Calibrated),1398,2.83,134,77178,23.59,23.51,38.0,38.05,3
198,MIF Pod 1 (Calibrated),1395,2.82,133,77320,23.59,23.52,38.0,38.05,3
199,MIF Pod 1 (Calibrated),1395,2.82,133,77178,23.59,23.52,38.0,38.05,3
200,MIF Pod 1 (Calibrated),1395,2.82,133,77749,23.6,23.52,38.0,38.05,3
201,MIF Pod 1 (Calibrated),1390,2.8,133,77178,23.6,23.54,38.0,38.05,3
202,MIF Pod 1 (Calibrated),1390,2.8,133,77320,23.59,23.54,38.0,38.05,3
203,MIF Pod 1 (Calibrated),1390,2.8,133,77677,23.6,23.54,38.0,38.05,3
204,MIF Pod 1 (Calibrated),1400,2.84,134,77037,23.6,23.54,38.0,38.07,3
205,MIF Pod 1 (Calibrated),1400,2.84,134,77037,23.61,23.54,38.0,38.07,3
206,MIF Pod 1 (Calibrated),1400,2.84,134,77463,23.6,23.54,38.0,38.07,3
207,MIF Pod 1 (Calibrated),1404,2.86,134,77107,23.6,23.54,38.0,38.09,3
208,MIF Pod 1 (Calibrated),1404,2.86,134,77037,23.6,23.54,38.0,38.09,3
209,MIF Pod 1 (Calibrated),1404,2.86,134,77178,23.61,23.54,38.0,38.09,3
210,MIF Pod 1 (Calibrated),1402,2.85,134,77391,23.6,23.54,38.0,38.08,3
211,MIF Pod 1 (Calibrated),1402,2.85,134,77320,23.61,23.54,38.0,38.08,3
212,MIF Pod 1 (Calibrated),1402,2.85,134,77249,23.61,23.54,38.0,38.08,3
213,MIF Pod 1 (Calibrated),1398,2.83,134,76615,23.61,23.54,38.0,38.1,3
214,MIF Pod 1 (Calibrated),1398,2.83,134,75855,23.61,23.54,38.0,38.1,3
215,MIF Pod 1 (Calibrated),1488,3.24,142,72768,23.62,23.55,38.0,38.09,3
216,MIF Pod 1 (Calibrated),1488,3.24,142,70450,23.62,23.55,38.0,38.09,3
217,MIF Pod 1 (Calibrated),1488,3.24,142,69117,23.62,23.55,38.0,38.09,3
218,MIF Pod 1 (Calibrated),1625,3.99,155,69288,23.62,23.55,38.0,38.1,3
219,MIF Pod 1 (Calibrated),1625,3.99,155,69403,23.63,23.55,38.0,38.1,3
220,MIF Pod 1 (Calibrated),1625,3.99,155,69806,23.63,23.55,38.0,38.1,3
221,MIF Pod 1 (Calibrated),1701,4.48,163,69806,23.64,23.57,39.0,39.08,3
222,MIF Pod 1 (Calibrated),1701,4.48,163,69864,23.65,23.57,39.0,39.08,3
223,MIF Pod 1 (Calibrated),1701,4.48,163,69575,23.65,23.57,39.0,39.08,3
224,MIF Pod 1 (Calibrated),1752,4.84,167,69346,23.66,23.59,39.0,39.06,3
225,MIF Pod 1 (Calibrated),1752,4.84,167,69174,23.66,23.59,39.0,39.06,3
226,MIF Pod 1 (Calibrated),1752,4.84,167,69004,23.67,23.59,39.0,39.06,3
227,MIF Pod 1 (Calibrated),1786,5.1,171,69575,23.67,23.6,39.0,39.06,3
228,MIF Pod 1 (Calibrated),1786,5.1,171,70391,23.67,23.6,39.0,39.06,3
229,MIF Pod 1 (Calibrated),1786,5.1,171,71106,23.67,23.6,39.0,39.06,3
230,MIF Pod 1 (Calibrated),1780,5.05,170,71347,23.67,23.6,39.0,39.08,3
231,MIF Pod 1 (Calibrated),1780,5.05,170,71347,23.68,23.6,39.0,39.08,3
232,MIF Pod 1 (Calibrated),1780,5.05,170,71958,23.68,23.6,39.0,39.08,3
233,MIF Pod 1 (Calibrated),1750,4.83,167,72267,23.68,23.61,39.0,39.07,3
234,MIF Pod 1 (Calibrated),1750,4.83,167,72392,23.68,23.61,38.0,39.07,3
235,MIF Pod 1 (Calibrated),1750,4.83,167,72579,23.64,23.61,38.0,39.07,3
236,MIF Pod 1 (Calibrated),1720,4.61,164,73212,23.62,23.56,38.0,38.18,3
237,MIF Pod 1 (Calibrated),1720,4.61,164,73275,23.62,23.56,38.0,38.18,3
238,MIF Pod 1 (Calibrated),1720,4.61,164,73275,23.63,23.56,38.0,38.18,3
239,MIF Pod 1 (Calibrated),1683,4.36,161,73467,23.63,23.56,38.0,38.17,3
240,MIF Pod 1 (Calibrated),1683,4.36,161,73920,23.63,23.56,38.0,38.17,3
241,MIF Pod 1 (Calibrated),1683,4.36,161,74115,23.64,23.56,38.0,38.17,3
242,MIF Pod 1 (Calibrated),1651,4.15,158,73275,23.63,23.57,38.0,38.15,3
243,MIF Pod 1 (Calibrated),1651,4.15,158,73790,23.63,23.57,38.0,38.15,3
244,MIF Pod 1 (Calibrated),1625,4.0,155,73661,23.63,23.56,38.0,38.17,3
245,MIF Pod 1 (Calibrated),1625,4.0,155,73596,23.64,23.56,38.0,38.17,3
246,MIF Pod 1 (Calibrated),1625,4.0,155,73596,23.64,23.56,38.0,38.17,3
247,MIF Pod 1 (Calibrated),1625,4.0,155,73339,23.64,23.56,38.0,38.17,3
248,MIF Pod 1 (Calibrated),1614,3.93,154,73725,23.63,23.57,38.0,38.14,3
249,MIF Pod 1 (Calibrated),1614,3.93,154,73403,23.64,23.57,38.0,38.14,3
250,MIF Pod 1 (Calibrated),1614,3.93,154,73403,23.64,23.57,38.0,38.14,3
251,MIF Pod 1 (Calibrated),1604,3.87,153,73275,23.64,23.57,38.0,38.14,3
252,MIF Pod 1 (Calibrated),1604,3.87,153,73661,23.64,23.57,38.0,38.14,3
253,MIF Pod 1 (Calibrated),1579,3.73,151,74246,23.64,23.57,38.0,38.15,3
254,MIF Pod 1 (Calibrated),1579,3.73,151,73661,23.64,23.57,38.0,38.15,3
255,MIF Pod 1 (Calibrated),1579,3.73,151,73855,23.65,23.57,38.0,38.15,3
256,MIF Pod 1 (Calibrated),1582,3.74,151,73339,23.65,23.58,38.0,38.13,3
257,MIF Pod 1 (Calibrated),1582,3.74,151,73212,23.65,23.58,38.0,38.13,3
258,MIF Pod 1 (Calibrated),1582,3.74,151,73148,23.66,23.58,38.0,38.13,3
259,MIF Pod 1 (Calibrated),1585,3.76,152,73275,23.66,23.59,38.0,38.11,3
260,MIF Pod 1 (Calibrated),1585,3.76,152,73148,23.66,23.59,38.0,38.11,3
261,MIF Pod 1 (Calibrated),1585,3.76,152,73661,23.67,23.59,38.0,38.11,3
262,MIF Pod 1 (Calibrated),1587,3.77,152,73212,23.67,23.6,38.0,38.1,3
263,MIF Pod 1 (Calibrated),1587,3.77,152,73212,23.68,23.6,38.0,38.1,3
264,MIF Pod 1 (Calibrated),1587,3.77,152,73403,23.68,23.6,38.0,38.1,3
265,MIF Pod 1 (Calibrated),1584,3.75,151,72831,23.68,23.61,38.0,38.09,3
266,MIF Pod 1 (Calibrated),1584,3.75,151,72894,23.68,23.61,38.0,38.09,3
267,MIF Pod 1 (Calibrated),1584,3.75,151,73339,23.69,23.61,38.0,38.09,3
268,MIF Pod 1 (Calibrated),1586,3.77,152,73021,23.69,23.62,38.0,38.09,3
269,MIF Pod 1 (Calibrated),1586,3.77,152,72894,23.69,23.62,38.0,38.09,3
270,MIF Pod 1 (Calibrated),1586,3.77,152,72517,23.69,23.62,38.0,38.09,3
271,MIF Pod 1 (Calibrated),1600,3.84,153,72705,23.7,23.62,38.0,38.1,3
272,MIF Pod 1 (Calibrated),1600,3.84,153,73212,23.7,23.62,38.0,38.1,3
273,MIF Pod 1 (Calibrated),1600,3.84,153,73212,23.7,23.62,38.0,38.1,3
274,MIF Pod 1 (Calibrated),1593,3.81,152,73021,23.71,23.63,38.0,38.09,3
275,MIF Pod 1 (Calibrated),1593,3.81,152,73212,23.71,23.63,38.0,38.09,3
276,MIF Pod 1 (Calibrated),1573,3.69,150,73920,23.71,23.64,38.0,38.09,3
277,MIF Pod 1 (Calibrated),1573,3.69,150,73212,23.71,23.64,38.0,38.09,3
278,MIF Pod 1 (Calibrated),1573,3.69,150,72957,23.72,23.64,38.0,38.09,3
279,MIF Pod 1 (Calibrated),1573,3.69,150,73596,23.72,23.64,38.0,38.09,3
280,MIF Pod 1 (Calibrated),1565,3.65,150,72705,23.72,23.65,38.0,38.08,3
281,MIF Pod 1 (Calibrated),1565,3.65,150,73339,23.72,23.65,38.0,38.08,3
282,MIF Pod 1 (Calibrated),1565,3.65,150,72705,23.72,23.65,38.0,38.08,3
283,MIF Pod 1 (Calibrated),1578,3.72,151,72392,23.72,23.65,38.0,38.09,3
284,MIF Pod 1 (Calibrated),1578,3.72,151,72020,23.73,23.65,38.0,38.09,3
285,MIF Pod 1 (Calibrated),1602,3.86,153,72143,23.73,23.66,38.0,38.09,3
